Location,Age,Sex,Measure,Metric,Pathogen,Pathogen Type,Infectious syndrome,Year,Value,Upper,Lower
Nigeria,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,192.06339462671235,372.99943859597664,73.7269438435786
Nicaragua,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.6712010101669326,1.3418047211049469,0.2736197567158447
Niue,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.8715485007732675,4.167796861015412,0.6951309703280014
Netherlands,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.05412502091631948,0.09430103812379173,0.02588508668637535
Norway,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.10214906425064495,0.17726500128379086,0.04983061867260636
Nepal,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,4.769669241030467,9.200001339059183,2.057368110265915
Nauru,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,2.4496151450323564,5.605218132134663,0.9467340035561097
New Zealand,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.1974662379475065,0.34537375921655455,0.09402365639735277
Oman,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,2.032167430494146,4.216042112317357,0.8183997471258383
Pakistan,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,134.89609530768587,239.58232800414223,60.2669087322659
Panama,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.8622913414270297,1.650332517127016,0.37427253153977713
Peru,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,3.5542599396453505,7.714247423665637,1.2572773724462307
Philippines,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,2.093242099065342,3.990335573964692,0.8937027098087281
Palau,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.497289666867682,2.918433478171758,0.6332848201978701
Papua New Guinea,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,12.540880936339459,26.19481933295502,5.30322989466277
Poland,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.6560770793024898,1.1804309680171028,0.2944002837404802
Puerto Rico,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.263964497206478,0.46976070519861435,0.11976134017843733
Democratic People's Republic of Korea,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.1916435934433904,2.5147093181317697,0.4256026490611698
Portugal,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.054595182953322906,0.10400179617868578,0.02370856657002559
Paraguay,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,2.4334400720754585,4.99589389416131,0.954783711857219
Palestine,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,4.3055740816191355,9.039378851448737,1.646717186279912
Qatar,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.1337593643180888,2.4605168451020067,0.4079518690234998
Romania,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.0016165211806192,1.8755631094631953,0.4455698156342087
Russian Federation,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.2241284692429772,2.1881087171652154,0.5427297482705384
Rwanda,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,39.87521088299915,84.65035455016789,15.048616380514549
Saudi Arabia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,2.007372105347196,4.121457375511151,0.7568684957436983
Senegal,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,16.362619682715625,35.52007857515733,6.030661373365654
Singapore,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.03886884566288582,0.0689703982311974,0.017302826133618065
Solomon Islands,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,8.54553325762229,16.45026593236881,3.7313245735875054
Sierra Leone,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,37.43300366504124,96.57699388135217,8.605896710223359
El Salvador,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.746897608800399,1.5411502382059075,0.29066809851224895
San Marino,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.04185399184137963,0.08894990918286456,0.014289284321734288
Somalia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,136.22048986811487,295.60600524318903,49.72330115599705
Serbia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.9524017211565078,1.978653188558327,0.35784516413776
South Sudan,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,110.88785606370645,232.25589691124588,40.58429497997279
Sao Tome and Principe,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,6.026115187399557,12.559287585137644,2.4064860284775715
Suriname,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.6379904695013978,1.3139702761999552,0.2626136106832831
Slovakia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.0562097431506303,2.2740964953678167,0.3878373296654851
Slovenia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.6806637486791779,1.2918918497692136,0.2815734323503958
Sweden,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.1744805077455506,0.3253239562843436,0.08105766619402141
Eswatini,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,48.640121605971096,114.10267131955734,17.05910366503603
Seychelles,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.49683466533785137,0.9661144071243358,0.21613519903522702
Syrian Arab Republic,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,2.8012550582966678,5.803189587666866,1.05378797671207
Chad,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,231.17303162306243,519.5307518989501,79.44728654257283
Togo,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,80.53357688206098,187.529834759192,23.37281539790991
Thailand,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.3132918359685649,0.6106929874340161,0.1292094235307332
Tajikistan,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,11.61426702090497,24.119041616212762,4.383625574790488
Tokelau,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.9980397222774138,4.21096301246349,0.7835630128042651
Turkmenistan,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,2.3211532039364706,4.61933832761402,0.9678505352470035
Timor-Leste,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,3.1292714025968063,7.052117075464816,0.8636890631885111
Tonga,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.2785613636103281,2.696579194890258,0.4984931124451793
Trinidad and Tobago,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.2505012555234501,0.47249045269773143,0.11217013384376583
Tunisia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.398917381990758,3.2852626989181957,0.41090089014120706
Turkey,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.8002887756811765,3.596126073093307,0.6939710248457991
Tuvalu,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,2.1776933758264447,4.783066671383674,0.8755444954997911
Taiwan (Province of China),All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.3158164929387362,0.5968852868462433,0.14596185201402087
United Republic of Tanzania,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,16.99561228220695,33.17884412434588,7.032778755570328
Uganda,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,38.36658653248767,79.57031942570524,14.024006415595437
Ukraine,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.9340146438411012,1.718133966957047,0.40629011717302127
Uruguay,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.41518795808260806,0.6918595366008695,0.2126650922983323
United States of America,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.32900671884534033,0.6331000579728405,0.13819311109173127
Uzbekistan,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.4729757458461432,2.8431418388504484,0.6402262513330493
Saint Vincent and the Grenadines,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.4302275893289372,0.7836594331604516,0.2117015443874567
Venezuela (Bolivarian Republic of),All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.6411173320782698,1.185834344505786,0.2892190727586428
United States Virgin Islands,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.2626165782933595,0.5383026128375517,0.09773337410380098
Viet Nam,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,0.31174049607267623,0.6143246101214279,0.12321240529729463
Vanuatu,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,5.856789612561327,12.934558836490822,2.2535132566837457
Samoa,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,1.9754437527147908,4.600141136346822,0.7004303900248026
Yemen,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,30.984641944772445,78.3401719936899,8.013112826887246
South Africa,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,30.460049391113046,61.75413594082325,12.883638703131652
Zambia,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,63.43076961052563,129.9460091417839,25.30050947264161
Zimbabwe,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,33.88639922914636,74.41159570091479,12.911595467880488
Egypt,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,15.574462183318104,34.37069768257238,5.1580567546780856
Sudan,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,25.25447982467893,60.59114149110288,7.567629769501756
China,All Ages,Both sexes,DALYs (Disability-Adjusted Life Years),Rate (per 100k),Aeromonas spp.,Bacteria,All infectious syndromes,2019,2.145506375372148,4.400276790837124,0.7907711487103304
